case_id,title,family_id,family_label,subfamily_id,macro_group,process_profile,gate_layer,support_level,sample_index,attempt_source,artifact_path,artifact_sha256,variant_id,variant_name,solve_line_count,return_line_numbers,event_count,code_line_present_count,code_line_missing_count,code_line_invalid_count,code_line_out_of_range_count,code_line_1_count,code_line_1_rate,distinct_valid_code_line_count,dominant_code_line,dominant_code_line_count,dominant_code_line_share,single_line_collapse,first_line_collapse,canonical_answer_event_count,canonical_answer_event_return_match_count,canonical_answer_event_return_match_rate,canonical_answer_events_all_match
array_product_except_self_full_core,除自身以外数组乘积（核心样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_core_0.json,34594064b2411d7d8b048d3d3cef2ce5c45a7166b6ba0cf6798ecfb2ffe6249d,v1,左右乘积数组,11,[11],20,20,0,0,0,16,0.800000,5,1,16,0.800000,False,False,1,1,1.000000,True
array_product_except_self_full_core,除自身以外数组乘积（核心样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_core_0.json,34594064b2411d7d8b048d3d3cef2ce5c45a7166b6ba0cf6798ecfb2ffe6249d,v2,空间优化左右乘积,11,[11],21,21,0,0,0,21,1.000000,1,1,21,1.000000,True,True,0,0,,False
array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_edge_0.json,05c58c0f7bbc6d3965b0f13b77717d64ff2c54441bf9e44a0368c24549f3d304,v1,前缀后缀积数组法,11,[11],55,55,0,0,0,0,0.000000,5,2,25,0.454545,False,False,0,0,,False
array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_edge_0.json,05c58c0f7bbc6d3965b0f13b77717d64ff2c54441bf9e44a0368c24549f3d304,v2,原地输出数组法,11,[11],37,37,0,0,0,0,0.000000,4,2,32,0.864865,False,False,0,0,,False
array_product_except_self_full_transfer,除自身以外数组乘积（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_transfer_0.json,0b5c27600b04e29d4c01601bba075fc72e1d697d58839f862ad48ea18278d3d6,left_right_arrays,左右乘积数组,13,[13],22,22,0,0,0,0,0.000000,7,8,13,0.590909,False,False,1,0,0.000000,False
array_product_except_self_full_transfer,除自身以外数组乘积（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_array_product_except_self_full_transfer_0.json,0b5c27600b04e29d4c01601bba075fc72e1d697d58839f862ad48ea18278d3d6,left_right_pass,左右乘积一次遍历,13,[13],27,27,0,0,0,0,0.000000,7,7,17,0.629630,False,False,1,0,0.000000,False
articulation_bridges,割点和桥,advanced_graph,图高级,articulation_bridges,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_articulation_bridges_0.json,30d3181136a3716581f3e4f3dc8c7440c623ec53891ac96679235681856c8cd5,v1,递归 Tarjan,35,[35],64,64,0,0,0,16,0.250000,6,15,43,0.671875,False,False,1,1,1.000000,True
articulation_bridges,割点和桥,advanced_graph,图高级,articulation_bridges,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_articulation_bridges_0.json,30d3181136a3716581f3e4f3dc8c7440c623ec53891ac96679235681856c8cd5,v2,迭代 Tarjan,42,[42],100,100,0,0,0,16,0.160000,7,15,49,0.490000,False,False,1,1,1.000000,True
bellman_ford_shortest_path,Bellman-Ford 最短路,shortest_path_mst,最短路 / MST,bellman_ford,graph_algorithms,shortest_path_mst,family_core,strong,0,retry_success,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bellman_ford_shortest_path_0.json,7c470fcc2a7d8b75215e715cce6e97a0a7f2eb1662ff31652a6916697ba3ae25,v1,Bellman-Ford 算法,23,[23],20,20,0,0,0,0,0.000000,4,15,17,0.850000,False,False,1,1,1.000000,True
bellman_ford_shortest_path,Bellman-Ford 最短路,shortest_path_mst,最短路 / MST,bellman_ford,graph_algorithms,shortest_path_mst,family_core,strong,0,retry_success,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bellman_ford_shortest_path_0.json,7c470fcc2a7d8b75215e715cce6e97a0a7f2eb1662ff31652a6916697ba3ae25,v2,SPFA 算法,29,[29],31,31,0,0,1,0,0.000000,6,25,22,0.709677,False,False,1,0,0.000000,False
binary_answer_sqrt,二分答案整数平方根,array_pointer,数组指针 / 窗口 / 前缀,binary_answer,sequence_search_sort,array_pointer,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_answer_sqrt_0.json,e44075aec8f51b855b5d30f166896e062ee50653564a253eec729f21a7a2a65b,v1,二分查找,12,[12],26,26,0,0,0,0,0.000000,9,5,10,0.384615,False,False,1,1,1.000000,True
binary_answer_sqrt,二分答案整数平方根,array_pointer,数组指针 / 窗口 / 前缀,binary_answer,sequence_search_sort,array_pointer,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_answer_sqrt_0.json,e44075aec8f51b855b5d30f166896e062ee50653564a253eec729f21a7a2a65b,v2,牛顿迭代法,8,"[4,8]",21,21,0,0,0,0,0.000000,5,6,15,0.714286,False,False,1,1,1.000000,True
binary_floor_value_full_core,不超过目标的最大值（核心样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_core_0.json,266d836c9c77793499c38d44765185158e70fcb7ae248ce8b852189a4ef7d4a2,v1,记录候选二分查找,13,[13],19,19,0,0,0,0,0.000000,8,6,9,0.473684,False,False,1,1,1.000000,True
binary_floor_value_full_core,不超过目标的最大值（核心样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_core_0.json,266d836c9c77793499c38d44765185158e70fcb7ae248ce8b852189a4ef7d4a2,v2,查找右边界二分,13,"[12,13]",12,12,0,0,0,0,0.000000,6,5,6,0.500000,False,False,1,1,1.000000,True
binary_floor_value_full_edge,不超过目标的最大值（边界样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_edge_0.json,a4f3efcfe46625c97e1885490139c4925a787723d51aef325d5c25437b664fea,v1,迭代二分查找（记录候选）,13,[13],2,2,0,0,0,0,0.000000,1,2,2,1.000000,True,False,1,0,0.000000,False
binary_floor_value_full_edge,不超过目标的最大值（边界样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_edge_0.json,a4f3efcfe46625c97e1885490139c4925a787723d51aef325d5c25437b664fea,v2,二分查找上界（bisect_right思想）,15,"[5,14,15]",2,2,0,0,0,0,0.000000,1,2,2,1.000000,True,False,1,0,0.000000,False
binary_floor_value_full_transfer,不超过目标的最大值（迁移样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_transfer_0.json,1d48c3e39119a5b874d42555a57d136fca46435c0fae23c596517d346415b640,v1,二分查找（记录候选）,13,[13],14,14,0,0,0,0,0.000000,8,6,6,0.428571,False,False,1,1,1.000000,True
binary_floor_value_full_transfer,不超过目标的最大值（迁移样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_floor_value_full_transfer_0.json,1d48c3e39119a5b874d42555a57d136fca46435c0fae23c596517d346415b640,v2,线性扫描（从右到左）,7,"[6,7]",15,15,0,0,0,0,0.000000,3,4,13,0.866667,False,False,1,1,1.000000,True
binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_core_0.json,d2f2f8c3f5078fceb2ec9869b6494d71fff5684dad6a1ec04ffff2c12e5f3b1d,v1,二分查找维护答案,13,[13],14,14,0,0,0,0,0.000000,8,6,6,0.428571,False,False,1,1,1.000000,True
binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_core_0.json,d2f2f8c3f5078fceb2ec9869b6494d71fff5684dad6a1ec04ffff2c12e5f3b1d,v2,二分查找直接返回左指针,11,[11],12,12,0,0,0,0,0.000000,6,5,6,0.500000,False,False,1,1,1.000000,True
binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_edge_0.json,c1b682762dea1ee48291a70da305021cb491bbc4ace4daaf7f61b88c66189114,v1,迭代二分,11,[11],2,2,0,0,0,0,0.000000,2,2,1,0.500000,False,False,1,0,0.000000,False
binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_edge_0.json,c1b682762dea1ee48291a70da305021cb491bbc4ace4daaf7f61b88c66189114,v2,递归二分,15,"[6,9,12,14,15]",3,3,0,0,0,0,0.000000,2,2,2,0.666667,False,False,1,0,0.000000,False
binary_lower_bound_full_transfer,下界插入位置（迁移样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_transfer_0.json,3e423d7187295ebdcabc7bab72b29f53b5fac92ffbdaa079fafe08fd24175542,v1,经典二分查找（闭区间）,11,[11],8,8,0,0,0,0,0.000000,6,4,2,0.250000,False,False,1,1,1.000000,True
binary_lower_bound_full_transfer,下界插入位置（迁移样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_lower_bound_full_transfer_0.json,3e423d7187295ebdcabc7bab72b29f53b5fac92ffbdaa079fafe08fd24175542,v2,二分查找（左闭右开区间）,11,[11],10,10,0,0,0,0,0.000000,6,7,3,0.300000,False,False,1,1,1.000000,True
binary_search,二分查找,binary_search,二分,closed_interval_search,sequence_search_sort,binary_search,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_search_0.json,cc1bea901c417196d1f70a6ff0423d2dbd0fec7271d2e65f69ce0533e8bf4641,v1,二分查找（迭代）,13,"[8,13]",13,13,0,0,0,8,0.615385,5,1,8,0.615385,False,False,1,1,1.000000,True
binary_search,二分查找,binary_search,二分,closed_interval_search,sequence_search_sort,binary_search,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_search_0.json,cc1bea901c417196d1f70a6ff0423d2dbd0fec7271d2e65f69ce0533e8bf4641,v2,二分查找（递归）,14,"[6,9,11,13,14]",11,11,0,0,0,8,0.727273,4,1,8,0.727273,False,False,1,1,1.000000,True
binary_tree_inorder,二叉树中序遍历,tree_bst_lca,树 / BST / LCA,inorder_traversal,trees_and_structures,tree,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_tree_inorder_0.json,359f0b459f95a7b682ae30c5932f2492ac81f913e29eebf0361f803051181670,v1,递归中序遍历,19,"[10,19]",23,23,0,0,0,20,0.869565,4,1,20,0.869565,False,False,1,1,1.000000,True
binary_tree_inorder,二叉树中序遍历,tree_bst_lca,树 / BST / LCA,inorder_traversal,trees_and_structures,tree,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_binary_tree_inorder_0.json,359f0b459f95a7b682ae30c5932f2492ac81f913e29eebf0361f803051181670,v2,迭代栈中序遍历,18,[18],18,18,0,0,0,18,1.000000,1,1,18,1.000000,True,True,1,0,0.000000,False
bipartite_matching,二分图匹配,advanced_graph,图高级,bipartite_matching,graph_algorithms,advanced_graph,family_core,strong,0,retry_success,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bipartite_matching_0.json,433c0b239d917dc92cd05b2d7a749139dfcefd6e121ddbec127affd7f30d4ee1,v1,递归 DFS 寻找增广路,23,"[15,16,23]",56,56,0,0,0,56,1.000000,1,1,56,1.000000,True,True,1,0,0.000000,False
bipartite_matching,二分图匹配,advanced_graph,图高级,bipartite_matching,graph_algorithms,advanced_graph,family_core,strong,0,retry_success,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bipartite_matching_0.json,433c0b239d917dc92cd05b2d7a749139dfcefd6e121ddbec127affd7f30d4ee1,v2,BFS 寻找增广路,36,[36],58,58,0,0,0,58,1.000000,1,1,58,1.000000,True,True,1,0,0.000000,False
bitmask_subsets,位掩码枚举子集,math_bit,数学与位运算,bitmask,math_geometry,math_bit,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bitmask_subsets_0.json,d3fa8a9acd1d072c6e3b601ae99b73344f44e712fe33e64923ebd29f053ab6a7,v1,枚举子集（位运算循环）,11,[11],38,38,0,0,0,0,0.000000,3,5,36,0.947368,False,False,1,1,1.000000,True
bitmask_subsets,位掩码枚举子集,math_bit,数学与位运算,bitmask,math_geometry,math_bit,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bitmask_subsets_0.json,d3fa8a9acd1d072c6e3b601ae99b73344f44e712fe33e64923ebd29f053ab6a7,v2,枚举子集（二进制字符串解析）,12,[12],38,38,0,0,0,0,0.000000,3,5,36,0.947368,False,False,1,0,0.000000,False
bounded_knapsack_max_value,多重背包最大价值,dp_core,DP 核心扩展,bounded_knapsack,dynamic_programming,dp,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bounded_knapsack_max_value_0.json,1f8be2c54766cb5965ed3b976ce1008e186e09dc51d46805ff355e4f1ac66e9f,v1,二维DP,17,[17],41,41,0,0,0,41,1.000000,1,1,41,1.000000,True,True,1,0,0.000000,False
bounded_knapsack_max_value,多重背包最大价值,dp_core,DP 核心扩展,bounded_knapsack,dynamic_programming,dp,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bounded_knapsack_max_value_0.json,1f8be2c54766cb5965ed3b976ce1008e186e09dc51d46805ff355e4f1ac66e9f,v2,一维DP空间优化,15,[15],35,35,0,0,0,35,1.000000,1,1,35,1.000000,True,True,1,0,0.000000,False
bst_insert_inorder_synthetic,BST 插入后的中序序列,tree_bst_lca,树 / BST / LCA,bst_insert,trees_and_structures,tree,expansion,strong,0,retry_success,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/algotutorgen_full_200_20260706/algolab_full_final/llm_bst_insert_inorder_synthetic_0.json,a63f7fcc71e77a35ea90462549b6968d5a4fa5b3b6bcda1723592df39a3b1d7b,v1,迭代插入 + 递归中序,33,[33],68,68,0,0,0,41,0.602941,9,1,41,0.602941,False,False,1,0,0.000000,False
