case_id,title,family_id,family_label,subfamily_id,macro_group,process_profile,gate_layer,support_level,sample_index,attempt_source,artifact_path,artifact_sha256,variant_id,variant_name,solve_line_count,return_line_numbers,event_count,code_line_present_count,code_line_missing_count,code_line_invalid_count,code_line_out_of_range_count,code_line_1_count,code_line_1_rate,distinct_valid_code_line_count,dominant_code_line,dominant_code_line_count,dominant_code_line_share,single_line_collapse,first_line_collapse,canonical_answer_event_count,canonical_answer_event_return_match_count,canonical_answer_event_return_match_rate,canonical_answer_events_all_match
array_pivot_index_full_transfer,数组平衡下标（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_balance,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_pivot_index_full_transfer_0.json,4c624427cd9727bfe506211acfb260f409b3de8a62edd495eb94fdc65f5ae0cc,v1,暴力扫描,9,"[8,9]",51,51,0,0,0,1,0.019608,4,4,36,0.705882,False,False,1,0,0.000000,False
array_pivot_index_full_transfer,数组平衡下标（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_balance,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_pivot_index_full_transfer_0.json,4c624427cd9727bfe506211acfb260f409b3de8a62edd495eb94fdc65f5ae0cc,v2,前缀后缀预处理,13,"[12,13]",53,53,0,0,0,1,0.018868,6,4,34,0.641509,False,False,1,0,0.000000,False
array_product_except_self_full_core,除自身以外数组乘积（核心样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_core_0.json,3efd0a71c380e0c5026fae34ee5833a6691508e9a62834bbec536fb60c13bbb8,v1,前缀后缀数组,13,[13],20,20,0,0,0,0,0.000000,5,7,16,0.800000,False,False,0,0,,False
array_product_except_self_full_core,除自身以外数组乘积（核心样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_core_0.json,3efd0a71c380e0c5026fae34ee5833a6691508e9a62834bbec536fb60c13bbb8,v2,输出数组动态更新,13,[13],24,24,0,0,0,0,0.000000,5,7,20,0.833333,False,False,0,0,,False
array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_edge_0.json,a034fd8ce7009d385fcd5316e2b7707fe4342d56c3c584ef7b6f7edaf045bf2c,v1_prefix_suffix,左右乘积列表,11,[11],14,14,0,0,0,0,0.000000,7,7,8,0.571429,False,False,1,1,1.000000,True
array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_edge_0.json,a034fd8ce7009d385fcd5316e2b7707fe4342d56c3c584ef7b6f7edaf045bf2c,v2_inplace,空间优化,11,[11],15,15,0,0,0,0,0.000000,6,7,8,0.533333,False,False,0,0,,False
array_product_except_self_full_transfer,除自身以外数组乘积（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_transfer_0.json,789acb03fbc63314ba0bd399a7136676ccab7856dc002da932c896ce62a3d6e4,v1,左右前缀乘积,11,[11],23,23,0,0,0,19,0.826087,5,1,19,0.826087,False,False,0,0,,False
array_product_except_self_full_transfer,除自身以外数组乘积（迁移样例）,array_pointer,数组指针 / 窗口 / 前缀,prefix_suffix_product,sequence_search_sort,array_pointer,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_array_product_except_self_full_transfer_0.json,789acb03fbc63314ba0bd399a7136676ccab7856dc002da932c896ce62a3d6e4,v2,常数空间优化,11,[11],22,22,0,0,0,16,0.727273,5,1,16,0.727273,False,False,0,0,,False
articulation_bridges,割点和桥,advanced_graph,图高级,articulation_bridges,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_articulation_bridges_0.json,c0dee8615c3cc80a210a804b34a49ffd1f6762d36280a2dac405074e17caf8c8,v1,Tarjan算法,34,[34],84,84,0,0,0,0,0.000000,4,13,77,0.916667,False,False,1,1,1.000000,True
articulation_bridges,割点和桥,advanced_graph,图高级,articulation_bridges,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_articulation_bridges_0.json,c0dee8615c3cc80a210a804b34a49ffd1f6762d36280a2dac405074e17caf8c8,v2,暴力枚举删除,53,"[32,53]",29,29,0,0,0,0,0.000000,3,28,27,0.931034,False,False,1,0,0.000000,False
bellman_ford_shortest_path,Bellman-Ford 最短路,shortest_path_mst,最短路 / MST,bellman_ford,graph_algorithms,shortest_path_mst,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bellman_ford_shortest_path_0.json,7655b9fc189f8d2a09ef8e5264e3ec89991e009d9710bb68486aa09ad2c92033,v1,Bellman-Ford 算法,16,[16],19,19,0,0,0,12,0.631579,3,1,12,0.631579,False,False,1,0,0.000000,False
bellman_ford_shortest_path,Bellman-Ford 最短路,shortest_path_mst,最短路 / MST,bellman_ford,graph_algorithms,shortest_path_mst,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bellman_ford_shortest_path_0.json,7655b9fc189f8d2a09ef8e5264e3ec89991e009d9710bb68486aa09ad2c92033,v2,SPFA 算法,30,[30],19,19,0,0,0,12,0.631579,5,1,12,0.631579,False,False,1,0,0.000000,False
binary_answer_sqrt,二分答案整数平方根,array_pointer,数组指针 / 窗口 / 前缀,binary_answer,sequence_search_sort,array_pointer,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_answer_sqrt_0.json,727ca6dbad6f8ca6a078a6dbd6e99751dd4224d7d56a464feb3d89b9df80a556,v1,数学公式法,3,[3],3,3,0,0,0,0,0.000000,2,2,2,0.666667,False,False,1,1,1.000000,True
binary_answer_sqrt,二分答案整数平方根,array_pointer,数组指针 / 窗口 / 前缀,binary_answer,sequence_search_sort,array_pointer,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_answer_sqrt_0.json,727ca6dbad6f8ca6a078a6dbd6e99751dd4224d7d56a464feb3d89b9df80a556,v2,二分查找法,14,"[4,14]",21,21,0,0,0,0,0.000000,8,5,10,0.476190,False,False,1,1,1.000000,True
binary_floor_value_full_core,不超过目标的最大值（核心样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_core_0.json,b138301d30115570b90173402da26230f380ebd5e3afe102d58447a7344db626,v1,线性扫描（从右向左）,7,"[6,7]",9,9,0,0,0,1,0.111111,5,6,4,0.444444,False,False,1,0,0.000000,False
binary_floor_value_full_core,不超过目标的最大值（核心样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_core_0.json,b138301d30115570b90173402da26230f380ebd5e3afe102d58447a7344db626,v2,二分查找,13,[13],20,20,0,0,0,1,0.050000,10,5,5,0.250000,False,False,1,0,0.000000,False
binary_floor_value_full_edge,不超过目标的最大值（边界样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_edge_0.json,578dd7f068a7cb07c9a9e9300414ed1a853437b8af309a3768c58b0f687f8bdf,v1,顺序扫描,9,[9],6,6,0,0,0,0,0.000000,5,5,2,0.333333,False,False,1,1,1.000000,True
binary_floor_value_full_edge,不超过目标的最大值（边界样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_edge_0.json,578dd7f068a7cb07c9a9e9300414ed1a853437b8af309a3768c58b0f687f8bdf,v2,二分查找,13,[13],6,6,0,0,0,0,0.000000,5,6,2,0.333333,False,False,1,1,1.000000,True
binary_floor_value_full_transfer,不超过目标的最大值（迁移样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_transfer_0.json,0d38aa2b4434d98dc6c8ba4a0d52bf7ceb806958849dd86ec98e6736a9fe49df,v1,从右向左线性扫描,10,"[9,10]",11,11,0,0,0,0,0.000000,6,8,5,0.454545,False,False,1,1,1.000000,True
binary_floor_value_full_transfer,不超过目标的最大值（迁移样例）,binary_search,二分,floor_value,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_floor_value_full_transfer_0.json,0d38aa2b4434d98dc6c8ba4a0d52bf7ceb806958849dd86ec98e6736a9fe49df,v2,二分查找,13,[13],16,16,0,0,0,0,0.000000,10,6,4,0.250000,False,False,1,1,1.000000,True
binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_core_0.json,fa26d89f33cedda9b7ba0868848cfc735793b2e1d7e4777d1c6105769f45d238,v1,线性扫描,8,"[7,8]",17,17,0,0,0,1,0.058824,4,4,14,0.823529,False,False,1,0,0.000000,False
binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_core_0.json,fa26d89f33cedda9b7ba0868848cfc735793b2e1d7e4777d1c6105769f45d238,v2,二分查找,12,[12],25,25,0,0,0,1,0.040000,8,5,16,0.640000,False,False,1,0,0.000000,False
binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_edge_0.json,61b477cc061b8cd1722b855313a7dad58fd6033d72205ec837b3c44d87557bf5,v1,线性扫描,7,"[6,7]",3,3,0,0,0,0,0.000000,1,7,3,1.000000,True,False,1,1,1.000000,True
binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_edge_0.json,61b477cc061b8cd1722b855313a7dad58fd6033d72205ec837b3c44d87557bf5,v2,二分查找,11,[11],3,3,0,0,0,0,0.000000,1,11,3,1.000000,True,False,1,1,1.000000,True
binary_lower_bound_full_transfer,下界插入位置（迁移样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_transfer_0.json,663a4d40610ad1f0f41a06a15760fb935e92399677e1669ad6c4928f03275c3b,v1,线性扫描,7,"[6,7]",11,11,0,0,0,0,0.000000,4,4,8,0.727273,False,False,1,1,1.000000,True
binary_lower_bound_full_transfer,下界插入位置（迁移样例）,binary_search,二分,lower_bound,sequence_search_sort,binary_search,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_lower_bound_full_transfer_0.json,663a4d40610ad1f0f41a06a15760fb935e92399677e1669ad6c4928f03275c3b,v2,二分查找,11,[11],20,20,0,0,0,0,0.000000,8,5,8,0.400000,False,False,1,1,1.000000,True
binary_tree_inorder,二叉树中序遍历,tree_bst_lca,树 / BST / LCA,inorder_traversal,trees_and_structures,tree,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_tree_inorder_0.json,1ffae3266af8a8a03fb0a42c9070d9b9f3f2f586571f5348ac5b8043b91197ef,v1,递归中序遍历,25,[25],44,44,0,0,0,44,1.000000,1,1,44,1.000000,True,True,1,0,0.000000,False
binary_tree_inorder,二叉树中序遍历,tree_bst_lca,树 / BST / LCA,inorder_traversal,trees_and_structures,tree,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_binary_tree_inorder_0.json,1ffae3266af8a8a03fb0a42c9070d9b9f3f2f586571f5348ac5b8043b91197ef,v2,迭代中序遍历,21,[21],74,74,0,0,0,74,1.000000,1,1,74,1.000000,True,True,1,0,0.000000,False
bipartite_matching,二分图匹配,advanced_graph,图高级,bipartite_matching,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bipartite_matching_0.json,2b41bb46e30f4de72906f10c24f49143bd1ef5d1d977a8f1e4e5599e3f83ca03,v1,深度优先增广路（匈牙利算法）,19,"[12,13,19]",61,61,0,0,0,0,0.000000,3,14,58,0.950820,False,False,1,0,0.000000,False
bipartite_matching,二分图匹配,advanced_graph,图高级,bipartite_matching,graph_algorithms,advanced_graph,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bipartite_matching_0.json,2b41bb46e30f4de72906f10c24f49143bd1ef5d1d977a8f1e4e5599e3f83ca03,v2,广度优先增广路算法,40,[40],122,122,0,0,0,0,0.000000,12,14,71,0.581967,False,False,1,0,0.000000,False
bitmask_subsets,位掩码枚举子集,math_bit,数学与位运算,bitmask,math_geometry,math_bit,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bitmask_subsets_0.json,db857b73cb9a183f38c3844d07f172acf31294e969f6a2c76025fbc8a7685b58,v1,二进制掩码枚举,11,[11],21,21,0,0,0,0,0.000000,3,5,19,0.904762,False,False,1,1,1.000000,True
bitmask_subsets,位掩码枚举子集,math_bit,数学与位运算,bitmask,math_geometry,math_bit,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bitmask_subsets_0.json,db857b73cb9a183f38c3844d07f172acf31294e969f6a2c76025fbc8a7685b58,v2,递归回溯枚举,14,"[8,14]",41,41,0,0,0,0,0.000000,3,5,39,0.951220,False,False,1,1,1.000000,True
bounded_knapsack_max_value,多重背包最大价值,dp_core,DP 核心扩展,bounded_knapsack,dynamic_programming,dp,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bounded_knapsack_max_value_0.json,04b83cf11515f9e82ac6e1fd9a1820af8b29518befb71339a1029b3794b2dd2d,v1,朴素二维动态规划,17,[17],50,50,0,0,0,0,0.000000,2,7,49,0.980000,False,False,1,1,1.000000,True
bounded_knapsack_max_value,多重背包最大价值,dp_core,DP 核心扩展,bounded_knapsack,dynamic_programming,dp,family_core,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_bounded_knapsack_max_value_0.json,04b83cf11515f9e82ac6e1fd9a1820af8b29518befb71339a1029b3794b2dd2d,v2,展平为 0-1 背包，一维滚动数组,14,[14],37,37,0,0,0,0,0.000000,5,7,30,0.810811,False,False,1,1,1.000000,True
climbing_stairs_ways_synthetic,爬楼梯方案数,dp_1d,一维 DP,linear_dp_climbing_stairs,dynamic_programming,dp,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_climbing_stairs_ways_synthetic_0.json,d56b46744633a25476c8f7a83bca7cfdc62b79188663ff4a5407834881957678,v1,动态规划迭代,10,"[4,10]",4,4,0,0,0,0,0.000000,4,4,1,0.250000,False,False,1,1,1.000000,True
climbing_stairs_ways_synthetic,爬楼梯方案数,dp_1d,一维 DP,linear_dp_climbing_stairs,dynamic_programming,dp,expansion,strong,0,primary,/ssd1/liaokunpeng/paper/ailab-agent/output/experiments/plan2_20260722/p0_2_prompt_ablation/full200/service_only/llm_climbing_stairs_ways_synthetic_0.json,d56b46744633a25476c8f7a83bca7cfdc62b79188663ff4a5407834881957678,v2,记忆化递归,9,"[6,8,9]",6,6,0,0,0,0,0.000000,3,8,4,0.666667,False,False,1,1,1.000000,True
