evidence_status,research_use,case_id,title,family_id,variant_count,event_count,trace_perfect_task,critical_error_task,source_line_exact_plus_adjacent_rate,reason_state_consistency_rate,simulated_issue
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_diameter,二叉树直径,tree_bst_lca,2,71,yes,no,0.985915492958,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_depth_full_core,二叉树最大深度（核心样例）,tree_bst_lca,2,39,yes,no,1.0,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_independent_set,树形 DP 最大独立集,tree_dp,2,77,yes,no,0.974025974026,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_preorder_full_transfer,二叉树先序遍历（迁移样例）,tree_bst_lca,2,49,yes,no,1.0,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_validate_bst_synthetic,验证二叉搜索树,tree_bst_lca,2,44,yes,no,1.0,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,trie_prefix,Trie 前缀计数,trie,2,60,yes,no,0.966666666667,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,trie_prefix_expansion,Trie 前缀计数扩展样例,trie,2,33,yes,no,1.0,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,union_count_components_full_transfer,并查集连通分量数（迁移样例）,union_find,2,59,yes,no,0.983050847458,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,unweighted_distances_synthetic,无权图起点距离,basic_graph,2,64,yes,no,0.96875,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,valid_parentheses_synthetic,有效括号串,monotonic_stack,2,30,yes,no,1.0,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,z_algorithm,Z Algorithm 前缀匹配表,string_advanced,2,113,yes,no,0.982300884956,1.0,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,zero_one_bfs_shortest_path,0-1 BFS 最短路,shortest_path_mst,2,69,yes,no,1.0,1.0,
