evidence_status,research_use,reviewer_id,case_id,family_id,variant_id,strategy_fidelity,step_completeness,temporal_ordering,final_state_consistency,critical_semantic_error,trace_perfect,notes
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,floyd_warshall_all_pairs,shortest_path_mst,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,lcs_length,dp_core,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,string_count_palindromic_substrings_full_edge,string_advanced,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dijkstra_shortest_path_expansion,shortest_path_mst,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,grid_min_path_sum_synthetic,dp_2d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_core,binary_search,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,reverse_linked_list_expansion,linked_list_cache,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,permutations,backtracking_recursion,v1,pass,pass,pass,pass,no,no,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,combinations_pascal,math_bit,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,reverse_linked_list,linked_list_cache,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_edge,binary_search,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,course_schedule_possible_synthetic,basic_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,interval_scheduling_max_count_synthetic,greedy,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,floyd_warshall_all_pairs,shortest_path_mst,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dijkstra_shortest_path_expansion,shortest_path_mst,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,sieve_primes,math_bit,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_grid_paths_obstacles_full_edge,dp_2d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,sparse_table_range_min,range_structure,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,bipartite_matching,advanced_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_max_independent_set,tree_dp,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,permutations_expansion,backtracking_recursion,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_climb_three_steps_full_core,dp_1d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_component_count_full_edge,basic_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,segment_tree_range_sum,range_structure,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_grid_paths_obstacles_full_transfer,dp_2d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,trie_prefix,trie,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,reverse_linked_list_expansion,linked_list_cache,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,insertion_sort,sorting,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_product_except_self_full_edge,array_pointer,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,redundant_connection_synthetic,union_find,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,articulation_bridges,advanced_graph,v1,pass,pass,pass,pass,no,no,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,hash_is_anagram_full_transfer,hash_map,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_transfer,binary_search,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_topological_sort,basic_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,convex_hull_expansion,geometry_sweep,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,jump_game_expansion,greedy,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_longest_run_full_core,array_pointer,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,climbing_stairs_ways_synthetic,dp_1d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,union_count_components_full_transfer,union_find,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_preorder_full_transfer,tree_bst_lca,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_count_positive_full_core,array_pointer,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,zero_one_bfs_shortest_path,shortest_path_mst,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_subset_sum_possible_full_edge,dp_core,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,sparse_table_range_min,range_structure,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_longest_run_full_core,array_pointer,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_diameter,tree_bst_lca,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_product_except_self_full_edge,array_pointer,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_max_depth_full_core,tree_bst_lca,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,articulation_bridges,advanced_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_climb_three_steps_full_transfer,dp_1d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,huffman_merge_cost_synthetic,heap_topk_huffman,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_climb_three_steps_full_transfer,dp_1d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,insertion_sort,sorting,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,string_count_palindromic_substrings_full_core,string_advanced,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_max_independent_set,tree_dp,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_connected_components,basic_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,segment_tree_range_sum,range_structure,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_transfer,binary_search,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_component_count_full_edge,basic_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,digit_dp_no_seven,dp_core,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,grid_min_path_sum_synthetic,dp_2d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,convex_hull_expansion,geometry_sweep,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,bipartite_matching,advanced_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,count_islands_synthetic,basic_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,jump_game_expansion,greedy,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,next_greater_right_synthetic,monotonic_stack,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_connected_components,basic_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,hash_longest_consecutive_full_core,hash_map,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,trie_prefix,trie,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,course_schedule_possible_synthetic,basic_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,array_count_positive_full_core,array_pointer,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,convex_hull,geometry_sweep,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,graph_topological_sort,basic_graph,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_diameter,tree_bst_lca,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,quickselect_kth_smallest_synthetic,sorting,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,hash_longest_consecutive_full_core,hash_map,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,interval_scheduling_max_count_synthetic,greedy,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,convex_hull,geometry_sweep,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,permutations_expansion,backtracking_recursion,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,climbing_stairs_ways_synthetic,dp_1d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,redundant_connection_synthetic,union_find,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,permutations,backtracking_recursion,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,string_count_palindromic_substrings_full_edge,string_advanced,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_grid_paths_obstacles_full_edge,dp_2d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_preorder_full_transfer,tree_bst_lca,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_validate_bst_synthetic,tree_bst_lca,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,gcd_euclid,math_bit,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,next_greater_right_synthetic,monotonic_stack,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_search,binary_search,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,trie_prefix_expansion,trie,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,valid_parentheses_synthetic,monotonic_stack,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_subset_sum_possible_full_edge,dp_core,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,unweighted_distances_synthetic,basic_graph,bfs_level,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,gcd_euclid,math_bit,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,lcs_length,dp_core,v2,fail,pass,pass,fail,yes,no,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,trie_prefix_expansion,trie,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_search,binary_search,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,hash_is_anagram_full_transfer,hash_map,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_grid_paths_obstacles_full_transfer,dp_2d,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_core,binary_search,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,heap_last_stone_full_edge,heap_topk_huffman,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,digit_dp_no_seven,dp_core,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,tree_validate_bst_synthetic,tree_bst_lca,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,sieve_primes,math_bit,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,huffman_merge_cost_synthetic,heap_topk_huffman,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,heap_last_stone_full_edge,heap_topk_huffman,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,dp_climb_three_steps_full_core,dp_1d,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,binary_lower_bound_full_edge,binary_search,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,reverse_linked_list,linked_list_cache,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_A,valid_parentheses_synthetic,monotonic_stack,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,quickselect_kth_smallest_synthetic,sorting,v2,pass,pass,pass,pass,no,no,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,string_count_palindromic_substrings_full_core,string_advanced,v2,pass,pass,pass,pass,no,no,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,z_algorithm,string_advanced,naive,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,unweighted_distances_synthetic,basic_graph,bfs_queue,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,union_count_components_full_transfer,union_find,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,tree_max_depth_full_core,tree_bst_lca,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,z_algorithm,string_advanced,zbox,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,count_islands_synthetic,basic_graph,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,combinations_pascal,math_bit,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,zero_one_bfs_shortest_path,shortest_path_mst,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,floyd_warshall_all_pairs,shortest_path_mst,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,lcs_length,dp_core,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,string_count_palindromic_substrings_full_edge,string_advanced,v1,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,LLM_SIM_B,dijkstra_shortest_path_expansion,shortest_path_mst,v2,pass,pass,pass,pass,no,yes,LLM-simulated label; not produced by a human expert
