evidence_status,research_use,case_id,title,family_id,variant_id,event_count,source_line_exact_count,source_line_adjacent_count,source_line_wrong_count,source_line_unverifiable_count,state_transition_correct_count,state_transition_incorrect_count,algorithmic_operation_correct_count,algorithmic_operation_incorrect_count,reason_state_consistent_count,reason_state_inconsistent_count,strategy_fidelity,step_completeness,temporal_ordering,final_state_consistency,critical_semantic_error,trace_perfect,simulated_issue
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_grid_paths_obstacles_full_transfer,带障碍网格路径数（迁移样例）,dp_2d,v1,17,16,1,0,0,17,0,17,0,17,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_grid_paths_obstacles_full_transfer,带障碍网格路径数（迁移样例）,dp_2d,v2,17,16,1,0,0,17,0,17,0,17,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,digit_dp_no_seven,数位 DP 统计不含 7,dp_core,v1,94,85,6,2,1,94,0,94,0,93,1,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,digit_dp_no_seven,数位 DP 统计不含 7,dp_core,v2,13,12,1,0,0,13,0,13,0,13,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,redundant_connection_synthetic,冗余连接检测,union_find,v1,22,21,1,0,0,22,0,22,0,22,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,redundant_connection_synthetic,冗余连接检测,union_find,v2,13,12,1,0,0,13,0,13,0,13,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,quickselect_kth_smallest_synthetic,快速选择第 K 小,sorting,v1,45,41,3,1,0,45,0,45,0,45,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,quickselect_kth_smallest_synthetic,快速选择第 K 小,sorting,v2,14,13,1,0,0,14,0,14,0,14,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,z_algorithm,Z Algorithm 前缀匹配表,string_advanced,naive,56,52,3,1,0,56,0,56,0,56,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,z_algorithm,Z Algorithm 前缀匹配表,string_advanced,zbox,57,52,4,1,0,57,0,57,0,57,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,convex_hull,凸包,geometry_sweep,v1,50,46,3,1,0,50,0,50,0,50,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,convex_hull,凸包,geometry_sweep,v2,50,46,3,1,0,50,0,50,0,50,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_longest_run_full_core,最长非递减连续段（核心样例）,array_pointer,v1,27,25,2,0,0,27,0,27,0,27,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_longest_run_full_core,最长非递减连续段（核心样例）,array_pointer,v2,25,24,1,0,0,25,0,25,0,25,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,interval_scheduling_max_count_synthetic,最多不重叠区间,greedy,v1,34,31,2,1,0,34,0,34,0,34,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,interval_scheduling_max_count_synthetic,最多不重叠区间,greedy,v2,33,30,2,1,0,33,0,33,0,33,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,valid_parentheses_synthetic,有效括号串,monotonic_stack,v1,15,14,1,0,0,15,0,15,0,15,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,valid_parentheses_synthetic,有效括号串,monotonic_stack,v2,15,14,1,0,0,15,0,15,0,15,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,v1,55,51,3,1,0,55,0,55,0,55,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_product_except_self_full_edge,除自身以外数组乘积（边界样例）,array_pointer,v2,37,34,2,1,0,37,0,37,0,37,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_diameter,二叉树直径,tree_bst_lca,v1,20,19,1,0,0,20,0,20,0,20,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_diameter,二叉树直径,tree_bst_lca,v2,51,47,3,1,0,51,0,51,0,51,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,insertion_sort,插入排序,sorting,v1,38,35,2,1,0,38,0,38,0,38,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,insertion_sort,插入排序,sorting,v2,68,63,4,1,0,68,0,68,0,68,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,v1,14,13,1,0,0,14,0,14,0,14,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_lower_bound_full_core,下界插入位置（核心样例）,binary_search,v2,12,11,1,0,0,12,0,12,0,12,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,reverse_linked_list,反转链表,linked_list_cache,v1,27,25,2,0,0,27,0,27,0,27,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,reverse_linked_list,反转链表,linked_list_cache,v2,27,25,2,0,0,27,0,27,0,27,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,hash_is_anagram_full_transfer,判断字母异位词（迁移样例）,hash_map,v1,42,38,3,1,0,42,0,42,0,42,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,hash_is_anagram_full_transfer,判断字母异位词（迁移样例）,hash_map,v2,33,30,2,1,0,33,0,33,0,33,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,next_greater_right_synthetic,右侧下一个更大元素,monotonic_stack,v1,32,30,2,0,0,32,0,32,0,32,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,next_greater_right_synthetic,右侧下一个更大元素,monotonic_stack,v2,28,25,2,1,0,28,0,28,0,28,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,unweighted_distances_synthetic,无权图起点距离,basic_graph,bfs_queue,33,30,2,1,0,33,0,33,0,33,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,unweighted_distances_synthetic,无权图起点距离,basic_graph,bfs_level,31,28,2,1,0,31,0,31,0,31,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,hash_longest_consecutive_full_core,最长连续整数序列（核心样例）,hash_map,v1,41,37,3,1,0,41,0,41,0,41,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,hash_longest_consecutive_full_core,最长连续整数序列（核心样例）,hash_map,v2,37,34,3,0,0,37,0,37,0,37,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_preorder_full_transfer,二叉树先序遍历（迁移样例）,tree_bst_lca,v1,18,17,1,0,0,18,0,18,0,18,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_preorder_full_transfer,二叉树先序遍历（迁移样例）,tree_bst_lca,v2,31,29,2,0,0,31,0,31,0,31,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_search,二分查找,binary_search,v1,13,12,1,0,0,13,0,13,0,13,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_search,二分查找,binary_search,v2,11,10,1,0,0,11,0,11,0,11,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,reverse_linked_list_expansion,反转链表扩展样例,linked_list_cache,v1,20,19,1,0,0,20,0,20,0,20,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,reverse_linked_list_expansion,反转链表扩展样例,linked_list_cache,v2,20,19,1,0,0,20,0,20,0,20,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_grid_paths_obstacles_full_edge,带障碍网格路径数（边界样例）,dp_2d,v1,4,4,0,0,0,4,0,4,0,4,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_grid_paths_obstacles_full_edge,带障碍网格路径数（边界样例）,dp_2d,v2,4,4,0,0,0,4,0,4,0,4,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_depth_full_core,二叉树最大深度（核心样例）,tree_bst_lca,v1,19,18,1,0,0,19,0,19,0,19,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_depth_full_core,二叉树最大深度（核心样例）,tree_bst_lca,v2,20,19,1,0,0,20,0,20,0,20,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,string_count_palindromic_substrings_full_edge,回文子串数量（边界样例）,string_advanced,v1,4,4,0,0,0,4,0,4,0,4,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,string_count_palindromic_substrings_full_edge,回文子串数量（边界样例）,string_advanced,v2,3,3,0,0,0,3,0,3,0,3,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,graph_component_count_full_edge,无向图连通分量数（边界样例）,basic_graph,v1,9,9,0,0,0,9,0,9,0,9,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,graph_component_count_full_edge,无向图连通分量数（边界样例）,basic_graph,v2,5,5,0,0,0,5,0,5,0,5,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,trie_prefix,Trie 前缀计数,trie,v1,30,27,2,1,0,30,0,30,0,30,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,trie_prefix,Trie 前缀计数,trie,v2,30,27,2,1,0,30,0,30,0,30,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,zero_one_bfs_shortest_path,0-1 BFS 最短路,shortest_path_mst,v1,36,34,2,0,0,36,0,36,0,36,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,zero_one_bfs_shortest_path,0-1 BFS 最短路,shortest_path_mst,v2,33,31,2,0,0,33,0,33,0,33,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,grid_min_path_sum_synthetic,网格最小路径和,dp_2d,v1,37,34,3,0,0,37,0,37,0,37,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,grid_min_path_sum_synthetic,网格最小路径和,dp_2d,v2,27,25,2,0,0,27,0,27,0,27,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_subset_sum_possible_full_edge,子集和可达性（边界样例）,dp_core,v1,3,3,0,0,0,3,0,3,0,3,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_subset_sum_possible_full_edge,子集和可达性（边界样例）,dp_core,v2,6,6,0,0,0,6,0,6,0,6,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,course_schedule_possible_synthetic,课程安排可行性,basic_graph,v1,24,23,1,0,0,24,0,24,0,24,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,course_schedule_possible_synthetic,课程安排可行性,basic_graph,v2,26,24,2,0,0,26,0,26,0,26,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dijkstra_shortest_path_expansion,Dijkstra 最短路扩展样例,shortest_path_mst,v1,33,30,2,1,0,33,0,33,0,33,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dijkstra_shortest_path_expansion,Dijkstra 最短路扩展样例,shortest_path_mst,v2,26,24,1,1,0,26,0,26,0,26,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,permutations_expansion,全排列扩展样例,backtracking_recursion,v1,38,35,2,1,0,38,0,38,0,38,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,permutations_expansion,全排列扩展样例,backtracking_recursion,v2,29,26,2,1,0,29,0,29,0,29,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,floyd_warshall_all_pairs,Floyd-Warshall 全源最短路,shortest_path_mst,v1,44,40,3,1,0,44,0,44,0,44,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,floyd_warshall_all_pairs,Floyd-Warshall 全源最短路,shortest_path_mst,v2,15,14,1,0,0,15,0,15,0,15,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_count_positive_full_core,统计正数个数（核心样例）,array_pointer,v1,13,12,1,0,0,13,0,13,0,13,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,array_count_positive_full_core,统计正数个数（核心样例）,array_pointer,v2,15,14,1,0,0,15,0,15,0,15,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,bipartite_matching,二分图匹配,advanced_graph,v1,56,52,3,1,0,56,0,56,0,56,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,bipartite_matching,二分图匹配,advanced_graph,v2,58,52,4,1,1,58,0,58,0,57,1,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,union_count_components_full_transfer,并查集连通分量数（迁移样例）,union_find,v1,28,26,2,0,0,28,0,28,0,28,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,union_count_components_full_transfer,并查集连通分量数（迁移样例）,union_find,v2,31,28,2,1,0,31,0,31,0,31,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_independent_set,树形 DP 最大独立集,tree_dp,v1,39,35,3,1,0,39,0,39,0,39,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,tree_max_independent_set,树形 DP 最大独立集,tree_dp,v2,38,35,2,1,0,38,0,38,0,38,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_climb_three_steps_full_transfer,三步爬楼梯（迁移样例）,dp_1d,v1,37,34,2,1,0,37,0,37,0,37,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_climb_three_steps_full_transfer,三步爬楼梯（迁移样例）,dp_1d,v2,67,62,4,1,0,67,0,67,0,67,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,climbing_stairs_ways_synthetic,爬楼梯方案数,dp_1d,v1,8,7,1,0,0,8,0,8,0,8,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,climbing_stairs_ways_synthetic,爬楼梯方案数,dp_1d,v2,6,6,0,0,0,6,0,6,0,6,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,permutations,全排列,backtracking_recursion,v1,133,121,9,2,1,133,0,133,0,119,14,pass,pass,pass,pass,no,no,non-critical explanation imprecision
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,permutations,全排列,backtracking_recursion,v2,81,75,4,2,0,81,0,81,0,81,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,sparse_table_range_min,稀疏表区间最小值,range_structure,v1,27,25,2,0,0,27,0,27,0,27,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,sparse_table_range_min,稀疏表区间最小值,range_structure,v2,35,33,2,0,0,35,0,35,0,35,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,v1,2,2,0,0,0,2,0,2,0,2,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,binary_lower_bound_full_edge,下界插入位置（边界样例）,binary_search,v2,3,3,0,0,0,3,0,3,0,3,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,count_islands_synthetic,岛屿数量,basic_graph,v1,28,25,2,1,0,28,0,28,0,28,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,count_islands_synthetic,岛屿数量,basic_graph,v2,28,26,1,1,0,28,0,28,0,28,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,combinations_pascal,组合数,math_bit,v1,29,27,2,0,0,29,0,29,0,29,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,combinations_pascal,组合数,math_bit,v2,55,51,3,1,0,55,0,55,0,55,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_climb_three_steps_full_core,三步爬楼梯（核心样例）,dp_1d,v1,8,8,0,0,0,8,0,8,0,8,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,dp_climb_three_steps_full_core,三步爬楼梯（核心样例）,dp_1d,v2,21,20,1,0,0,21,0,21,0,21,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,jump_game_expansion,跳跃游戏扩展样例,greedy,v1,14,13,1,0,0,14,0,14,0,14,0,pass,pass,pass,pass,no,yes,
SYNTHETIC_LLM_PREVIEW,workflow_preview_only_not_human_evidence,jump_game_expansion,跳跃游戏扩展样例,greedy,v2,21,20,1,0,0,21,0,21,0,21,0,pass,pass,pass,pass,no,yes,
